ID,stockNumber,department_ID,min,max,target,quantity,baseUnit,product_ID
2e37b370-f4ae-4cb7-ba7a-ae74c14af498,10000000001,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,260,436.55,EA,54244d10-5450-4fa3-b157-20f57943c812
6e8c9504-fa95-4f35-95cb-6370896a3f74,10000000002,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,500,466.593,EA,54244d10-5450-4fa3-b157-20f57943c812
bdfbe124-f6f9-4916-a69e-a049f0c2113b,10000000003,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,226,34.429,EA,54244d10-5450-4fa3-b157-20f57943c812
9e64b986-0ec0-4262-96e2-05d5d217a1f2,10000000004,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,269,331.391,EA,54244d10-5450-4fa3-b157-20f57943c812
afb15066-5bbf-483e-bdd6-31e635d33b7d,10000000005,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,396,223.187,EA,54244d10-5450-4fa3-b157-20f57943c812
cd9db2cf-7888-4b31-89d4-6855d05f8104,10000000006,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,20,63.556,EA,54244d10-5450-4fa3-b157-20f57943c812
7dfc1920-544c-4f1d-821f-89a8fc13a686,10000000007,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,216,479.675,EA,54244d10-5450-4fa3-b157-20f57943c812
ef63b0f2-3283-44ee-a287-31e0c8a0ba36,10000000008,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,406,11.664,EA,54244d10-5450-4fa3-b157-20f57943c812
7821f041-a47f-4456-8f94-7e9ea7a8724a,10000000009,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,13,382.814,EA,54244d10-5450-4fa3-b157-20f57943c812
410f8b66-f9c6-40f1-bd93-acdd81a1755a,10000000010,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,229,399.226,EA,54244d10-5450-4fa3-b157-20f57943c812
12957778-53d1-4d59-8d67-26cbb1fedb19,10000000011,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,383,290.889,EA,54244d10-5450-4fa3-b157-20f57943c812
f91a4277-4236-46ce-bf30-cf763c8dd360,10000000012,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,418,323.225,EA,54244d10-5450-4fa3-b157-20f57943c812
50de5721-9788-4efb-82b6-da957e906130,10000000013,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,373,347.745,EA,54244d10-5450-4fa3-b157-20f57943c812
19f1d94a-b7b1-4cae-8ed8-af4934db100d,10000000014,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,79,401.016,EA,54244d10-5450-4fa3-b157-20f57943c812
70b7e1f6-e69a-4bb8-9dc0-01dd8304dd08,10000000015,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,118,375.812,EA,54244d10-5450-4fa3-b157-20f57943c812
670d7aab-ef8a-4e6f-8681-75895e738e0c,10000000016,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,314,35.857,EA,54244d10-5450-4fa3-b157-20f57943c812
e22ea740-96ef-406b-8698-d2008f26763d,10000000017,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,197,118.806,EA,54244d10-5450-4fa3-b157-20f57943c812
3e04f996-e858-4ee3-bee5-ebdf9f89d97e,10000000018,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,134,283.481,EA,54244d10-5450-4fa3-b157-20f57943c812
8a63f9a8-6e13-4e6f-8374-0046ba29a39b,10000000019,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,278,41.763,EA,54244d10-5450-4fa3-b157-20f57943c812
71d1e439-c985-4f21-bc81-61845469b7a0,10000000020,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,172,292.461,EA,54244d10-5450-4fa3-b157-20f57943c812
da6d641d-b980-4a0c-bd0c-0624516a13a4,10000000021,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,184,472.404,EA,54244d10-5450-4fa3-b157-20f57943c812
0bd2d7ea-fefc-40e1-ba31-0089bbdcc15d,10000000022,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,29,162.182,EA,54244d10-5450-4fa3-b157-20f57943c812
50917605-4804-46c3-8d50-d1c6697176bb,10000000023,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,338,246.576,EA,54244d10-5450-4fa3-b157-20f57943c812
5f640f06-5f39-49a1-a363-d9450ac0535b,10000000024,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,467,348.894,EA,54244d10-5450-4fa3-b157-20f57943c812
068a6060-ef95-4904-9b11-102d1802deb2,10000000025,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,279,471.853,EA,54244d10-5450-4fa3-b157-20f57943c812
36399d78-0dee-4e4d-8c62-9d192de194a5,10000000026,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,370,70.42,EA,54244d10-5450-4fa3-b157-20f57943c812
f32d921b-9953-49a4-af5e-388b073600c2,10000000027,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,20,461.2,EA,54244d10-5450-4fa3-b157-20f57943c812
b892e596-e7d7-472b-b476-ba50d878e8d2,10000000028,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,65,25.244,EA,54244d10-5450-4fa3-b157-20f57943c812
e9cf5bc4-d047-4519-ba54-dd7f29b30b61,10000000029,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,196,403.308,EA,54244d10-5450-4fa3-b157-20f57943c812
5d9211fc-5d26-4f8e-a055-3184b6baf7cf,10000000030,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,240,65.634,EA,54244d10-5450-4fa3-b157-20f57943c812
810cdb26-7f0c-4704-9d3c-f3fda028cfff,10000000031,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,257,361.038,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e3f576d7-0bcb-4272-8a9c-8c68182932ad,10000000032,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,257,436.202,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
fe7695c3-6376-47e6-baa7-e6d45c7f3fbe,10000000033,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,39,479.234,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
90a27758-5ec1-4379-b1ec-26afcee866bb,10000000034,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,416,455.778,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
3245e8b7-919f-4ea4-8e4c-339a777ec831,10000000035,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,421,24.719,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ad7f4d7f-8795-43a4-adbc-f5457036b9c0,10000000036,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,464,335.016,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
398c9819-325c-4324-8717-47f77a42b447,10000000037,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,273,443.895,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1b4bc9df-a8b4-4edb-b88a-df38cf9330fd,10000000038,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,264,345.529,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
99d6760b-5553-4cb9-b2db-c8ff7736c1f5,10000000039,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,4,119.672,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
55ea4a07-9f76-47a4-a0d2-efd23e0b97b3,10000000040,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,48,292.18,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
4ca1cd31-2cf7-4bad-b422-b65e27f53c3c,10000000041,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,27,287.502,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
5320c72a-de18-45ba-9075-a6574286f010,10000000042,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,359,30.223,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
2dc54218-e186-4e95-9af0-bb48e6e06001,10000000043,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,186,167.136,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ddcd6ff6-2a65-4a4e-a8bb-617ebb69b227,10000000044,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,271,357.118,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
79d2d930-c6fc-4ab5-82bf-e9cd5c8705dc,10000000045,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,269,224.247,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
bdff0435-35b7-4995-b0a1-396f11624bef,10000000046,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,456,155.041,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c9c8dc4f-3513-4759-b9e3-0518c8e8c0da,10000000047,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,142,57.306,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
219531ab-fc6b-406c-a60c-a9c2897e3f9a,10000000048,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,65,490.701,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
75db1a23-9a09-4483-8f72-3cbc8d4f5188,10000000049,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,108,407.488,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
e7fcaa64-3b0b-499e-9608-ca6b3b444b9e,10000000050,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,385,134.926,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
9254c54e-ade1-46d9-964b-e493175196ce,10000000051,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,356,246.557,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
da8a70ce-b565-49b3-b332-cc641a2cef72,10000000052,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,47,452.106,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
1d6ed743-6afa-41b7-87e6-0c766b3b555e,10000000053,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,151,206.302,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
33e09d97-be55-4ab1-9280-f7dd474bfb7e,10000000054,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,366,237.431,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
a74fe83f-3ca2-4f46-a1a4-0d00b27fbeba,10000000055,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,8,79.34,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
c26f844a-ed80-436d-bec6-091f5e5b9d91,10000000056,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,183,15.872,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
57a76c2b-9811-442a-96ea-3a6ff6b1f7fc,10000000057,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,329,489.485,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
89ec5ac5-8540-4bf5-a575-4a5888b64560,10000000058,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,230,303.504,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
04b6ef15-a91f-43e1-b0ec-8a72728f178f,10000000059,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,116,179.906,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
67593644-63a2-4aad-bf7f-dd5613854ec9,10000000060,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,345,10.584,EA,740fc1ac-523a-4b2d-91cb-fc6f21833d6d
ac62513d-de07-4d72-8f32-a7ba3bc71018,10000000061,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,114,366.898,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
8e44e5b1-d262-4ad2-8c15-5e2e939d3431,10000000062,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,167,350.067,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
cbbb2d47-02be-4047-8aff-59a4e83c4fb7,10000000063,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,64,339.427,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
b6f4167b-868c-433d-a88d-c21da42e0bbc,10000000064,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,438,94.316,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
c4c3975d-8d06-4dbe-87fb-248c1044a8ea,10000000065,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,434,213.307,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
abff6281-8e23-4109-93c6-5e2c464d0976,10000000066,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,414,212.811,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
1ddcc0b2-7f24-4320-a8fc-96a50b44b066,10000000067,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,121,486.286,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
41d458d1-1bc8-4c83-bd56-14e36bb5bd37,10000000068,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,218,314.308,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
a9b91441-9376-4c25-adf9-3041fd1ecc8e,10000000069,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,142,37.664,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
b0bab539-e644-4bdb-b640-cbbef9a14d0f,10000000070,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,206,425.278,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
a29e48c9-ab58-42ea-be48-a3f548d1b1e2,10000000071,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,18,212.358,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
77495b2a-207d-441e-a5df-d12deeb18421,10000000072,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,488,234.166,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
2c286e38-efce-4532-aff5-3f2df1f626eb,10000000073,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,68,322.072,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
7efa6563-c6a8-4ae0-ae62-e6217a1cf57a,10000000074,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,69,258.041,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
565605d8-e0ff-4749-92fb-266415ce55df,10000000075,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,334,379.021,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
e58f8811-03d3-481b-b749-fb2c7554acc7,10000000076,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,454,376.214,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
bcc8a8e5-6919-4750-95ad-5d09264406e1,10000000077,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,86,9.152,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
a5c69be9-19e9-495c-8755-fc9338397c72,10000000078,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,161,162.681,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
db6eefb8-33b8-4e9a-b13c-adeff131853d,10000000079,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,385,328.635,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
d85ec8c5-a0cd-4686-8393-42ecbe4db784,10000000080,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,458,40.104,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
cc76f7fe-d340-420e-a505-7c856118c1fd,10000000081,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,79,311.484,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
f148e396-ff55-434a-af90-1ed8ba0ee2a3,10000000082,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,430,476.639,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
6a20e56c-1821-46b0-9ef9-55dcaa3e0aaf,10000000083,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,358,26.086,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
332f4018-a58f-4ff2-92fb-58b21b1ec440,10000000084,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,351,185.131,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
61c3ed09-82e3-438d-a5b4-88443d14f378,10000000085,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,265,381.854,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
5df0e02f-b3a3-4d2b-a6c7-7db8a1449d11,10000000086,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,482,430.774,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
37864f05-cd3d-4477-a9a2-19f862456fff,10000000087,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,379,443.846,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
f5d7fc4a-bd7b-4581-a227-75ce26fb0c98,10000000088,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,407,126.473,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
41b63e59-b572-4e01-98d8-58bc2e474942,10000000089,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,194,352.825,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
cbf9c028-5dfe-4d9e-9702-3dd2ad8dd47a,10000000090,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,206,480.204,EA,c51c97f1-c98f-4f05-987f-8da22ed885bc
30d8ea24-f699-4d61-b83e-5983559e9350,10000000091,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,255,462.567,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
a0df0afe-caab-45a5-a5aa-6edbaecd194f,10000000092,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,241,377.542,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
88ad4890-a5f9-4300-864f-f0cad4ba1ce5,10000000093,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,439,462.381,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
466e58fe-d0db-426c-866f-a1f6f0e21460,10000000094,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,169,119.508,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
db2171ba-f1a9-445b-b1eb-fc8600a5e0e2,10000000095,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,386,303.592,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
085dc58c-dda7-40b7-94d7-1a680b6e0094,10000000096,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,448,106.243,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
fbf2359b-883c-4f38-9f70-a5a4855ee353,10000000097,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,107,387.408,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
3902cf58-e460-4bed-8ed0-4d249d761cdd,10000000098,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,343,355.347,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
4252d5da-56b4-4f4c-a613-ffd902cc404d,10000000099,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,1,347.413,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
af05a2b9-f88e-4e4b-ae75-c225294ab814,10000000100,b7e5c2d9-4a3b-4f8e-9c1d-2f6a7e5b3c9d,0,500,231,166.874,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
8075eb07-9e2a-429a-9d50-4c3fb057f478,10000000101,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,27,382.272,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
bad7fbee-dad8-4173-b860-1044ef9b1077,10000000102,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,165,166.418,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
6c6eccaf-0f49-47bf-a580-c7ce49892e6d,10000000103,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,220,361.869,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
941d12a3-5e03-4c73-a7f5-a481f58313bc,10000000104,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,187,158.913,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
cf7d27ef-113f-4287-9ac5-eeed4539fd8e,10000000105,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,396,186.309,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
acdab76a-182c-4779-86d4-fa752aca587b,10000000106,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,327,115.823,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
45b70d72-912e-480b-a5e2-908737717565,10000000107,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,144,317.772,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
6504fc67-5170-47c2-9505-3b0272524dd2,10000000108,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,170,316.214,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
b6f9ff3c-eace-458f-825e-edea59f17787,10000000109,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,103,234.105,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
c0bee3e1-6415-4dd3-9f16-85dc1114e718,10000000110,ab5c9e8d-7f2a-4b3c-b6d1-3a7e5f9c2b4d,0,500,307,73.915,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
479a8aab-4237-4015-baeb-19e7b73ec5a8,10000000111,e6f1d2c3-9a5b-4e8d-7c3a-2b4f9e7d5c1a,0,500,471,95.256,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
b4823c09-3a3f-4a2a-8487-c94433eb645d,10000000112,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,156,122.247,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
a01e6590-c985-4be2-a7a6-05595f0b2cd2,10000000113,a9e7c2b5-4d3f-4e8a-7b1c-5f2d6c9e3a7b,0,500,18,463.335,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
f8d5a903-6fb0-499f-af69-cec35e9e4dff,10000000114,e1f9d3b2-6a5c-4d7e-8b3a-5c2f7e9a4d1b,0,500,418,422.504,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
7a7b6bd5-e9c8-4f3a-872a-b7ff0e35a49b,10000000115,d2f3e1b9-5a4c-4d7e-8b1c-6a9f2c5e3b7d,0,500,430,280.375,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
511b5cb9-0576-406a-97e5-1504e3bb73a2,10000000116,b6c2e9a3-4d5f-4e8b-7c1a-3f9d7e5b2c4a,0,500,359,498.059,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
2b951eb5-3fdd-46f4-8eb3-a189bc46e7bc,10000000117,d3e1f9b2-6a5c-4d7e-8c3b-5f9a2b4c1e7d,0,500,238,231.656,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
be57a5d7-2797-4836-8dd6-651de5711638,10000000118,c4b7e9d3-2a5f-4c8e-9d1b-6f2a7c5e3d9b,0,500,409,341.378,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
bbb7a3ca-dca8-4d83-9c89-9767a05a4ea8,10000000119,c5e9d2a3-4b7f-4e8c-9a1d-2f6b3e7c5a9d,0,500,190,151.907,EA,05d5d225-e6e9-49b0-a339-de815cb71ed3
